Timestamp,Trading Date Time,Symbol,Price,Price Notation,Price Currency,Executed Shares,Notional Amount,Notional Currency,Execution Venue,Third Country Trading Venue,Publication Date Time,Trade ID,Transaction To Be Cleared,Market Mechanism,Trading Mode,Transaction Category,Negotiation Flag,Agency Cross Trade,Modification Indicator,Benchmark/Reference Indicator,Special Dividend,Off Book Automated,Price Discovery Process,Algorithmic Indicator,Pre-Trade Transparency Waiver,Portfolio Flag,Contingent Flag,Give-up Flag,Post-Trade Deferral Reason,Deferral Or Enrichment Type,Deferral Illiquid Instrument,Deferral Size Specific,Duplicative Indicator,Duplicative Across Jurisdiction,Intra-Group Indicator,Jurisdiction
15:01:00,2026-09-15T14:01:00.102129Z,IT0000072618,00000006.731000000,MONE,EUR,000000005358,00036064.698000000,EUR,CEUD,    ,2026-09-15T14:01:00.102129Z,000F90005PS0,TRUE ,DB  ,CT  ,D   ,    ,    ,    ,RFPT,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.103252Z,IT0000072618,00000006.731000000,MONE,EUR,000000003770,00025375.870000000,EUR,CEUD,    ,2026-09-15T14:01:00.103252Z,000F90005PS1,TRUE ,DB  ,CT  ,D   ,    ,    ,    ,RFPT,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.106033Z,NO0003055501,00000171.400000000,MONE,NOK,000000000018,00003085.200000000,NOK,BEUP,    ,2026-09-15T14:01:00.106033Z,0002C0008KKJ,TRUE ,PA  ,OD  ,    ,    ,    ,    ,    ,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.107743Z,DE000ENER6Y0,00000133.440000000,MONE,EUR,000000000011,00001467.840000000,EUR,CEUX,    ,2026-09-15T14:01:00.107743Z,00027000257K,TRUE ,LB  ,CT  ,    ,    ,    ,    ,    ,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.107797Z,FR0000121972,00000275.800000000,MONE,EUR,000000000011,00003033.800000000,EUR,CEUX,    ,2026-09-15T14:01:00.107797Z,0002500036PH,TRUE ,LB  ,CT  ,    ,    ,    ,    ,    ,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.110644Z,SE0015949201,00000303.400000000,MONE,SEK,000000000296,00089806.400000000,SEK,CEUX,    ,2026-09-15T14:01:00.110644Z,0002C0008KKK,TRUE ,LB  ,CT  ,    ,    ,    ,    ,    ,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.110644Z,SE0015949201,00000303.400000000,MONE,SEK,000000000054,00016383.600000000,SEK,CEUX,    ,2026-09-15T14:01:00.110644Z,0002C0008KKL,TRUE ,LB  ,CT  ,    ,    ,    ,    ,    ,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.110644Z,SE0015949201,00000303.400000000,MONE,SEK,000000000152,00046116.800000000,SEK,CEUX,    ,2026-09-15T14:01:00.110644Z,0002C0008KKM,TRUE ,LB  ,CT  ,    ,    ,    ,    ,    ,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.110644Z,SE0015949201,00000303.400000000,MONE,SEK,000000000112,00033980.800000000,SEK,CEUX,    ,2026-09-15T14:01:00.110644Z,0002C0008KKN,TRUE ,LB  ,CT  ,    ,    ,    ,    ,    ,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
15:01:00,2026-09-15T14:01:00.112351Z,SE0000112724,00000119.550000000,MONE,SEK,000000000317,00037897.350000000,SEK,BEUP,    ,2026-09-15T14:01:00.112351Z,0002C0008KKO,TRUE ,PA  ,OD  ,    ,    ,    ,    ,    ,    ,    ,    ,ALGO,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,EU
